,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
cS27b,99.507172,98.414368,98.426651,98.443573,98.417755,98.259048,96.722809,98.394638,97.038155,97.072884,98.256218,98.437881,98.384521,98.444962,98.435532,98.391434,98.274185,98.275124,98.396645,96.728729,96.745964,99.983337,99.064941,99.086006,98.401909,98.367538,99.986786,97.265854,98.414673,99.090065,97.292648,99.041641,97.152893,99.080139,96.746994,97.281425,99.071259,97.202866,96.716415,97.285545,97.280991,99.968353,100.0,98.405655,99.990753,99.997757,96.704346,99.025917,98.460129,96.704758,98.221893,98.311432,97.260727,96.76268,98.382362,98.481262,96.751152,96.782532,98.497833,98.483177,98.486946,99.076141,98.382217,98.25309,97.283325,98.474548,96.730743,97.293793,96.70575,96.660072,98.421707,98.404716,99.040207,96.726929,99.050804,98.390564,98.399689,97.2369,99.991135,98.388863,98.432037,98.374008,98.375847,98.935867,97.238441,98.235504,99.994171,96.760956,96.777893,99.987381,99.987015,98.397911,98.354843,98.376984,98.369308,97.014061,97.078178,97.178581,98.205994,96.736115,97.184517,99.042816,97.138077,97.257553,97.177177,99.1026,98.283905,97.176697,99.039902,99.070084,99.059891,98.196869,98.281219,98.376617,98.382858,99.049652,98.28978,98.255844,99.027802,99.021133,99.044876,98.36351,98.360901,98.381485,99.51149,99.047501,98.356522,99.080383,98.227692,97.198898,97.187386,97.16423,98.231247,97.200745,99.070587,99.495819,99.495064,99.520813,99.027954,97.171402,97.221436,97.185013,98.254639,99.026276,99.484055,99.511421,97.184372,99.470589,98.389664,99.496201,96.790894,99.510391,96.712898,96.699966,96.788818,97.203873,98.373749,97.204483,97.190735
cS28a,98.333038,99.992447,99.991882,99.985374,99.994034,98.961502,96.689819,99.994904,97.060143,97.04483,98.956833,99.993073,99.020035,99.989769,99.990273,99.984283,98.984207,98.981697,99.107208,96.839661,96.785568,98.42038,98.452713,98.454971,98.977936,98.699661,98.419586,97.208893,99.008125,98.478943,97.201614,98.382195,97.102821,98.407135,96.776329,97.227913,98.467216,97.163406,96.784042,97.257309,97.239151,98.384705,98.405655,100.0,98.43338,98.413803,96.803795,98.468506,98.833,96.786255,99.040894,98.806015,97.199829,96.757858,99.105705,98.862381,96.785843,96.821091,98.835526,98.843643,98.834946,98.386719,99.111641,99.059715,97.231979,98.869644,96.777039,97.223289,96.736435,96.634445,99.956802,99.977654,98.385124,96.768234,98.404167,98.70787,99.001968,97.205719,98.427666,98.987106,99.984291,98.846069,99.054268,98.345093,97.233696,98.665924,98.385849,96.80925,96.833771,98.420197,98.40123,99.981049,99.054733,99.056152,99.021339,97.181854,97.176971,97.159676,98.695168,96.771423,97.167572,98.41851,97.158012,97.163986,97.160721,98.526749,98.953644,97.142395,98.406532,98.412964,98.394981,98.630768,98.969864,99.018036,98.903351,98.4198,98.991013,98.986526,98.387741,98.408653,98.366043,99.02179,99.030014,99.089836,98.372253,98.43895,99.022034,98.42524,98.638123,97.177261,97.165787,97.183479,98.661583,97.182877,98.375427,98.34198,98.357185,98.34761,98.40686,97.157028,97.159821,97.17334,98.972076,98.401321,98.374855,98.380478,97.177139,98.357162,99.003479,98.381927,96.679672,98.357086,96.761795,96.771591,96.805969,97.157059,99.012054,97.159149,97.173401
cS30a,99.521049,98.403656,98.42411,98.399773,98.410782,98.290054,96.706253,98.419464,97.075317,97.096931,98.277481,98.448593,98.419334,98.422737,98.425217,98.442062,98.291977,98.275078,98.417938,96.73938,96.7332,99.983429,99.070198,99.073746,98.420502,98.368866,99.977493,97.24482,98.409485,99.07177,97.293701,99.057571,97.121307,99.088486,96.712555,97.288193,99.079651,97.182449,96.730217,97.294037,97.299759,99.966629,99.990753,98.43338,100.0,99.99292,96.698883,99.003586,98.50412,96.681503,98.199959,98.337936,97.260391,96.757881,98.384125,98.505646,96.722961,96.740417,98.4953,98.50058,98.498474,99.091881,98.408646,98.263412,97.286865,98.491913,96.727013,97.288254,96.76384,96.651871,98.44519,98.430237,99.059555,96.703064,99.0681,98.387024,98.383224,97.232513,99.991829,98.413506,98.438301,98.419937,98.411476,98.937698,97.236694,98.203125,99.993019,96.769493,96.735336,99.98735,99.985809,98.400116,98.380829,98.37883,98.353767,97.035477,97.070526,97.170975,98.191025,96.731689,97.21669,99.022491,97.166626,97.221359,97.157059,99.086182,98.29512,97.164124,99.066048,99.046097,99.04425,98.239609,98.311722,98.349152,98.360878,99.037216,98.311096,98.285156,99.030945,99.034958,99.032791,98.353058,98.369568,98.375031,99.497879,99.039459,98.406281,99.06218,98.186752,97.18837,97.207413,97.188354,98.205406,97.164383,99.062065,99.488991,99.461395,99.48642,99.043427,97.176544,97.205093,97.179649,98.271454,99.04213,99.481766,99.479279,97.208687,99.473061,98.378784,99.474213,96.756653,99.50074,96.728226,96.730896,96.77536,97.199326,98.382683,97.18544,97.195908
cS33a,99.510422,98.405685,98.436058,98.413628,98.435211,98.283012,96.724182,98.411766,97.055855,97.07238,98.289719,98.44194,98.369011,98.438675,98.437241,98.410347,98.290726,98.271057,98.415573,96.740524,96.740265,99.984222,99.085426,99.08741,98.403954,98.378113,99.979492,97.25943,98.393112,99.095322,97.301712,99.058365,97.155411,99.08728,96.762093,97.2836,99.079262,97.224289,96.719238,97.278358,97.296295,99.9711,99.997757,98.413803,99.99292,100.0,96.694855,99.024261,98.493317,96.728561,98.211838,98.318901,97.267845,96.759995,98.393303,98.493317,96.732002,96.754089,98.489807,98.502533,98.513535,99.075455,98.39209,98.286377,97.318726,98.504166,96.733536,97.265137,96.738388,96.68663,98.427841,98.416443,99.047882,96.724701,99.050568,98.385872,98.430206,97.252747,99.992981,98.398209,98.439423,98.412933,98.403221,98.911469,97.237831,98.243767,99.996635,96.751686,96.765091,99.982964,99.985344,98.406975,98.370529,98.381882,98.37262,97.091583,97.057693,97.152405,98.217926,96.726379,97.188766,99.034744,97.14444,97.242218,97.146782,99.087517,98.314407,97.166458,99.054413,99.046913,99.030273,98.220566,98.343048,98.368492,98.360245,99.040298,98.296585,98.258698,99.023361,99.035683,99.05835,98.369919,98.368645,98.409622,99.492668,99.038513,98.391418,99.055145,98.18222,97.220428,97.196609,97.145126,98.214088,97.186691,99.059296,99.492218,99.459869,99.484634,99.034241,97.170654,97.19783,97.186127,98.279549,99.032822,99.477539,99.510612,97.187103,99.482254,98.386917,99.488594,96.78978,99.495667,96.711349,96.70871,96.761414,97.177681,98.392731,97.179085,97.191147
cS35a,96.763512,96.851135,96.79924,96.790588,96.802139,96.698051,98.363846,96.811081,97.249329,97.252464,96.702454,96.836563,96.70713,96.782242,96.780449,96.801575,96.706528,96.697411,96.844818,99.429718,99.397339,96.684204,96.723709,96.755951,96.781631,96.601685,96.719734,97.138153,96.787888,96.7285,96.903908,96.719925,96.745407,96.751381,99.428535,96.900024,96.725861,97.136475,99.791809,96.881218,96.879723,96.723083,96.704346,96.803795,96.698883,96.694855,100.0,96.739937,96.697174,99.794136,96.700218,96.673996,96.903961,99.400864,96.814789,96.667374,99.399437,99.409821,96.69577,96.686821,96.680557,96.729889,96.82,96.608757,96.822845,96.660423,99.79184,96.86824,98.277344,99.856949,96.74044,96.780952,96.729706,99.791672,96.715073,96.566437,96.756561,96.846512,96.660446,96.730988,96.784843,96.684418,96.793671,96.696671,97.143188,96.741898,96.739662,99.781097,99.794098,96.713623,96.706024,96.854477,96.801819,96.831703,96.774368,96.528709,96.932556,96.70443,96.598457,99.424278,96.695053,96.706757,97.171082,96.768539,96.708481,96.733215,96.561577,96.669678,96.648926,96.718285,96.668755,96.602432,96.55603,96.76474,96.777557,96.666748,96.679764,96.693054,96.646172,96.63916,96.620483,96.78447,96.768654,96.652969,96.796158,96.715698,96.807541,96.684731,96.69458,96.699501,96.713905,96.675034,96.607178,96.71283,96.705063,96.838867,96.845047,96.695114,96.650566,96.693237,96.722824,96.72438,96.540993,96.655975,96.817627,96.832466,96.703339,96.848,96.799271,96.84066,99.399155,96.768951,99.787155,99.795593,99.383614,96.726151,96.778976,96.709793,96.73053
cS37a,98.963684,98.487091,98.467422,98.457428,98.469093,98.250854,96.682693,98.46756,97.098236,97.101944,98.291252,98.488342,98.423737,98.475677,98.47995,98.453201,98.25795,98.26265,98.426422,96.740089,96.693527,98.994873,98.957245,98.973297,98.383499,98.370064,99.020348,97.244034,98.389816,98.991852,97.201614,99.079468,97.104446,99.072357,96.755318,97.213837,98.954369,97.222427,96.70195,97.19268,97.207695,98.996414,99.025917,98.468506,99.003586,99.024261,96.739937,100.0,98.45282,96.715546,98.204437,98.305496,97.199463,96.719963,98.419022,98.39386,96.697952,96.691513,98.417892,98.415314,98.398933,99.0765,98.428436,98.27462,97.195129,98.433289,96.685257,97.211349,96.674805,96.668739,98.451988,98.462975,99.041519,96.678596,99.056641,98.37397,98.433395,97.227203,99.005539,98.411499,98.4888,98.389946,98.483887,98.872406,97.18354,98.153717,99.014282,96.732414,96.69735,99.013184,98.982178,98.484482,98.461349,98.504166,98.44809,96.985931,96.989059,97.216026,98.170761,96.727112,97.220749,98.925461,97.123596,97.283875,97.194336,99.015862,98.351982,97.205246,98.96434,99.050346,99.045273,98.057365,98.340454,98.447891,98.458511,99.053627,98.258469,98.2603,99.064514,99.065193,99.064758,98.419922,98.447266,98.418503,98.978554,98.927505,98.446671,99.063194,98.161423,97.213135,97.191925,97.174652,98.172409,97.223198,99.048965,98.988068,98.981308,98.968811,99.063049,97.223892,97.224319,97.226295,98.34594,99.031982,99.02037,99.002907,97.170441,98.972237,98.42321,98.982719,96.794891,98.985489,96.772675,96.762825,96.727081,97.195511,98.429527,97.231216,97.199051
cS39c,98.600945,98.861649,98.850998,98.801811,98.843094,98.880646,96.635071,98.832886,97.094872,97.109596,98.910126,98.868423,99.295624,98.841492,98.83902,98.856071,98.882736,98.885696,99.231659,96.789917,96.751297,98.477325,98.554375,98.554581,99.207489,98.616348,98.476219,97.220261,99.205902,98.620651,97.152573,98.423996,97.129456,98.425354,96.812759,97.179756,98.560844,97.152908,96.71904,97.176453,97.181435,98.46727,98.460129,98.833,98.50412,98.493317,96.697174,98.45282,100.0,96.71048,98.572311,98.670074,97.182365,96.762573,99.188339,99.985161,96.76683,96.789574,99.990181,99.983246,99.994522,98.454636,99.193214,98.524338,97.145767,99.99585,96.696846,97.184288,96.711281,96.687881,98.858475,98.839996,98.442894,96.715652,98.40329,98.612244,99.266174,97.13002,98.491417,99.29892,98.870041,98.664001,98.994888,98.404495,97.15126,98.957817,98.503151,96.698845,96.711922,98.494781,98.46405,98.880157,98.962677,98.934753,98.68866,96.854156,97.012909,97.213432,98.938721,96.814186,97.22023,98.544662,97.195358,97.181969,97.171066,98.581192,99.155273,97.186737,98.522171,98.4021,98.425705,98.973892,99.127892,98.753342,98.704056,98.56279,98.896446,98.900177,98.529984,98.523247,98.528099,98.706009,98.715782,99.270493,98.493301,98.465271,98.703415,98.398773,98.881439,97.186935,97.208405,97.169891,98.96106,97.193085,98.396301,98.474831,98.517471,98.532204,98.555466,97.196114,97.181442,97.198792,99.111359,98.403633,98.512421,98.504639,97.185883,98.494247,98.685547,98.46273,96.841095,98.532272,96.724197,96.711746,96.758316,97.196075,98.707184,97.198753,97.176598
cS45a,96.746124,96.834457,96.748177,96.789627,96.797516,96.70108,98.464409,96.802826,97.213486,97.218422,96.696617,96.79496,96.686195,96.810776,96.815964,96.77993,96.736496,96.711899,96.810799,99.417076,99.43782,96.704781,96.763504,96.775742,96.678436,96.692833,96.731438,97.169678,96.64299,96.735855,96.90313,96.695557,96.67411,96.694016,99.409439,96.900558,96.785103,97.131439,99.884491,96.894135,96.919098,96.707153,96.704758,96.786255,96.681503,96.728561,99.794136,96.715546,96.71048,100.0,96.580612,96.601151,96.917786,99.446533,96.812225,96.710136,99.432114,99.436508,96.706535,96.700745,96.671326,96.654068,96.801308,96.633408,96.865921,96.694595,99.861511,96.953629,98.294701,99.748962,96.802292,96.826706,96.713898,99.886627,96.68763,96.684448,96.738724,96.872795,96.720459,96.677078,96.798409,96.705902,96.800186,96.653412,97.118042,96.755936,96.728027,99.990128,99.987076,96.722008,96.710396,96.823036,96.752518,96.791901,96.761292,96.49884,97.020874,96.69603,96.683502,99.426216,96.659683,96.703186,97.174957,96.674423,96.683975,96.73912,96.631241,96.639893,96.643829,96.657486,96.651291,96.652649,96.622345,96.753571,96.766174,96.660858,96.725296,96.719933,96.651978,96.637604,96.652267,96.770699,96.807571,96.752121,96.795113,96.623856,96.809875,96.663872,96.785339,96.666382,96.66333,96.656487,96.638596,96.688721,96.666672,96.769714,96.769424,96.735588,96.644836,96.677124,96.682526,96.690155,96.570465,96.651077,96.764038,96.772018,96.647575,96.781693,96.799805,96.787697,99.378754,96.76886,99.826065,99.818474,99.42543,96.684845,96.781662,96.69545,96.682632
cS46a,98.136017,99.053947,99.025391,99.059547,99.058052,98.566086,96.50238,99.04274,96.90126,96.893433,98.554764,99.073181,98.808479,99.057648,99.036827,99.051208,98.566734,98.557144,98.792099,96.553223,96.552155,98.208359,98.22049,98.240479,98.7826,98.537117,98.203033,97.147652,98.796265,98.303818,97.035828,98.042923,96.93502,98.03743,96.516129,97.018753,98.242905,97.031357,96.623161,97.031845,97.036285,98.168182,98.221893,99.040894,98.199959,98.211838,96.700218,98.204437,98.572311,96.580612,100.0,98.580505,97.011246,96.578003,98.743057,98.564697,96.607521,96.596069,98.564545,98.525688,98.560768,98.076485,98.726395,99.906807,96.98967,98.589508,96.609985,97.026077,96.540421,96.667969,98.995811,98.998093,98.047234,96.625992,98.044945,98.523911,98.793129,96.987038,98.194565,98.799126,99.02916,98.644585,98.899902,98.055473,97.052818,98.44841,98.206528,96.639923,96.673508,98.182159,98.214081,99.053604,98.882324,98.929871,99.100433,96.807465,96.802414,96.990753,98.435898,96.518593,97.018272,98.149719,96.970566,96.985306,96.9748,98.29686,98.619232,96.975616,98.167427,98.039673,98.023468,98.398926,98.666557,99.091904,99.111618,98.179565,98.549377,98.562141,98.176033,98.178329,98.174026,99.127823,99.1343,98.895874,98.032715,98.140427,99.111572,98.037918,98.310654,96.970863,96.988037,96.968246,98.489304,96.994263,98.00119,98.099121,98.026062,98.24939,98.176987,96.994461,97.01059,97.007324,98.638214,98.001648,98.084167,98.021698,96.996201,98.080528,99.113907,98.052399,96.601334,98.216339,96.689545,96.680038,96.625,96.984444,99.152939,96.964279,96.97525
cS4a,98.285667,98.862747,98.84256,98.827042,98.832886,98.471436,96.61142,98.769852,97.021652,97.016792,98.462006,98.848038,98.73909,98.82914,98.821503,98.835754,98.470551,98.501175,98.712982,96.609543,96.629669,98.341858,98.238571,98.243484,98.700211,99.301239,98.323181,97.157112,98.691902,98.245621,97.054955,98.152603,97.131393,98.145966,96.596855,97.063416,98.26651,97.099823,96.634689,97.057632,97.076485,98.318649,98.311432,98.806015,98.337936,98.318901,96.673996,98.305496,98.670074,96.601151,98.580505,100.0,97.086121,96.647682,98.739288,98.649719,96.654251,96.656265,98.665443,98.655548,98.625618,98.17955,98.731606,98.573166,97.037247,98.672485,96.624664,97.105713,96.717758,96.732048,98.842773,98.843811,98.161743,96.621399,98.141563,99.317734,98.686752,97.080643,98.30481,98.709717,98.837708,99.384689,98.809517,98.229767,97.099472,98.482307,98.331772,96.640076,96.645645,98.342079,98.316406,98.853409,98.770386,98.791,98.621109,96.932495,96.954948,97.145531,98.438339,96.589172,97.140045,98.310379,97.222588,97.165405,97.141068,98.415695,98.749466,97.152481,98.298851,98.139084,98.097656,98.458931,98.786194,98.659637,98.609207,98.39711,98.518547,98.493111,98.374359,98.368195,98.375,98.634659,98.593094,98.733536,98.25647,98.223663,98.622482,98.144722,98.348373,97.15097,97.157158,97.137985,98.480591,97.163544,98.116806,98.258247,98.272575,98.273155,98.359131,97.154503,97.151253,97.160034,98.707855,98.151711,98.271957,98.291763,97.146278,98.269554,98.623222,98.267944,96.620499,98.288315,96.707085,96.671654,96.68985,97.15377,98.619766,97.140602,97.121368
cS51a,97.290924,97.266739,97.234161,97.216171,97.184669,96.996574,96.77478,97.1931,97.540451,97.543686,97.025986,97.248474,97.227684,97.223389,97.202011,97.244713,97.05101,97.045197,97.178993,96.881226,96.860397,97.233719,97.263,97.252243,97.158997,97.13736,97.274132,97.567978,97.190857,97.268379,99.9963,97.109909,97.888306,97.098038,96.824127,99.995697,97.254959,97.515411,96.918045,99.992584,99.996178,97.271042,97.260727,97.199829,97.260391,97.267845,96.903961,97.199463,97.182365,96.917786,97.011246,97.086121,100.0,96.839134,97.12928,97.132248,96.873558,96.863869,97.111832,97.127617,97.153976,97.117752,97.12149,97.078644,99.960022,97.163086,96.929962,99.997032,96.903183,96.860886,97.209373,97.235771,97.13176,96.896896,97.116608,97.122513,97.2351,99.943878,97.25972,97.20237,97.239868,97.210358,97.221367,97.15564,97.556961,97.496948,97.267273,96.885895,96.88649,97.286423,97.260132,97.206062,97.183647,97.254745,97.190979,97.644333,97.29081,99.384048,97.522064,96.818359,99.353775,97.1782,97.577148,99.473518,99.361832,97.196251,97.2006,99.374512,97.148216,97.090126,97.101166,97.453346,97.204773,97.183693,97.175682,97.201065,96.991714,97.008438,97.230766,97.182266,97.204109,97.165741,97.169525,97.114914,97.26413,97.171013,97.145973,97.076492,97.520889,99.366989,99.364265,99.342224,97.489929,99.387863,97.108688,97.285187,97.258453,97.25164,97.198334,99.391693,99.358109,99.393509,97.180527,97.119041,97.29483,97.274475,99.343292,97.247353,97.150146,97.25428,96.929321,97.270157,96.952515,96.949135,96.89077,99.373917,97.153488,99.343781,99.339951
cS53a,96.79216,96.763184,96.786606,96.783005,96.786957,96.671753,98.352287,96.781387,97.250229,97.252625,96.690491,96.785851,96.659088,96.801544,96.781845,96.799713,96.670181,96.668594,96.750824,99.783829,99.992325,96.757034,96.715637,96.744652,96.671944,96.622375,96.772461,97.196533,96.65564,96.734596,96.821121,96.667152,96.736244,96.677856,99.778511,96.822502,96.758591,97.123245,99.441933,96.828445,96.81604,96.773865,96.76268,96.757858,96.757881,96.759995,99.400864,96.719963,96.762573,99.446533,96.578003,96.647682,96.839134,100.0,96.732681,96.73008,99.995346,99.99678,96.726151,96.737335,96.725769,96.681511,96.740707,96.641563,96.743896,96.735489,99.426414,96.810234,98.27562,99.434738,96.725266,96.736542,96.654053,99.464767,96.662766,96.567238,96.761696,96.822205,96.74382,96.715103,96.793762,96.752686,96.783157,96.585838,97.083344,96.769104,96.780334,99.473495,99.463974,96.721375,96.712952,96.846207,96.76281,96.77803,96.842247,96.510864,97.013687,96.638947,96.702164,99.759369,96.637596,96.754776,97.145737,96.716087,96.675629,96.77002,96.661926,96.650085,96.70739,96.634171,96.629166,96.689934,96.658127,96.810699,96.808777,96.724266,96.675674,96.680222,96.745293,96.70462,96.706635,96.797462,96.789894,96.709839,96.699699,96.664642,96.780289,96.647034,96.764618,96.685684,96.663399,96.633484,96.702934,96.659836,96.646698,96.68811,96.69783,96.765564,96.740967,96.663635,96.659851,96.648666,96.624466,96.640335,96.705658,96.717422,96.665497,96.684303,96.763916,96.675003,99.783501,96.793236,99.434822,99.42511,99.994629,96.657013,96.770935,96.675812,96.661835
cS58a,98.425591,99.115944,99.110474,99.086937,99.10997,99.142929,96.658134,99.094131,97.022049,97.048248,99.090317,99.115555,99.370506,99.112976,99.103119,99.094223,99.121544,99.088989,99.996475,96.749374,96.698502,98.360748,98.321487,98.314285,99.304733,98.661972,98.356483,97.154434,99.36084,98.340836,97.125572,98.23558,97.068962,98.233765,96.754791,97.112518,98.311508,97.15387,96.832153,97.104172,97.13028,98.338554,98.382362,99.105705,98.384125,98.393303,96.814789,98.419022,99.188339,96.812225,98.743057,98.739288,97.12928,96.732681,100.0,99.214645,96.740517,96.719688,99.183517,99.18399,99.182358,98.215424,99.994217,98.725983,97.09008,99.193939,96.831436,97.158569,96.688644,96.822121,99.097435,99.128784,98.22197,96.828766,98.199547,98.624756,99.387451,97.108932,98.329201,99.334641,99.075546,98.836388,99.24733,98.147385,97.084061,99.074043,98.383308,96.843887,96.844864,98.335014,98.30545,99.082764,99.26033,99.281242,98.896774,97.031227,96.993103,97.087021,98.980103,96.749428,97.070297,98.31842,97.210129,97.055191,97.019371,98.397141,99.257568,97.053612,98.352356,98.212952,98.190414,99.059074,99.25029,98.883286,98.883392,98.322723,99.109482,99.171288,98.305145,98.343918,98.313499,98.873604,98.904312,99.466583,98.333801,98.276016,98.871048,98.178116,98.992111,97.030411,97.023582,97.040421,98.983215,97.040222,98.187462,98.347137,98.32225,98.334442,98.304077,97.070679,97.053497,97.031952,99.238571,98.229263,98.329575,98.327614,96.997467,98.330635,98.853485,98.314896,96.765648,98.363297,96.86367,96.842194,96.728638,97.044525,98.894348,97.046295,97.019272
cS60a,98.567131,98.885277,98.855942,98.847321,98.848907,98.823181,96.647583,98.858948,97.077972,97.060455,98.834412,98.873154,99.261864,98.88031,98.879471,98.869431,98.836967,98.819977,99.219749,96.757812,96.723175,98.470535,98.545792,98.543015,99.200562,98.631897,98.487663,97.243362,99.210136,98.62561,97.133171,98.391449,97.097649,98.363785,96.776245,97.11702,98.549454,97.180328,96.711723,97.136871,97.137398,98.455658,98.481262,98.862381,98.505646,98.493317,96.667374,98.39386,99.985161,96.710136,98.564697,98.649719,97.132248,96.73008,99.214645,100.0,96.74781,96.742355,99.988159,99.99202,99.990616,98.412209,99.161224,98.596954,97.074112,99.990463,96.672028,97.13829,96.686615,96.661789,98.880478,98.888741,98.425919,96.695557,98.362206,98.637421,99.245407,97.06842,98.483589,99.274445,98.894485,98.678467,98.974472,98.40757,97.15892,98.934204,98.49942,96.686195,96.702026,98.499825,98.484421,98.87532,98.932823,98.958405,98.735611,96.823349,96.997459,97.213989,98.928574,96.792786,97.239838,98.542549,97.242096,97.161026,97.155472,98.597672,99.17765,97.190918,98.532295,98.364311,98.357506,98.968628,99.167091,98.747055,98.706284,98.538361,98.822304,98.844818,98.516022,98.523407,98.525993,98.724045,98.753693,99.255432,98.51532,98.453995,98.736435,98.364136,98.919312,97.182976,97.183578,97.14949,98.936859,97.170776,98.357193,98.486664,98.488708,98.532143,98.542122,97.210709,97.180573,97.20417,99.165619,98.326324,98.49382,98.50827,97.17025,98.465408,98.705467,98.480743,96.77317,98.525696,96.719009,96.725883,96.743332,97.200432,98.734741,97.206619,97.167854
cS61a,96.811523,96.819931,96.789368,96.800995,96.80323,96.688278,98.357544,96.811249,97.243713,97.274033,96.693542,96.800354,96.6688,96.808899,96.800789,96.821289,96.686035,96.699707,96.779694,99.751122,99.99115,96.762711,96.720772,96.738037,96.641495,96.6521,96.778946,97.179047,96.654022,96.738495,96.86055,96.672424,96.759964,96.665192,99.776291,96.858353,96.767838,97.095482,99.421112,96.867676,96.856438,96.760284,96.751152,96.785843,96.722961,96.732002,99.399437,96.697952,96.76683,99.432114,96.607521,96.654251,96.873558,99.995346,96.740517,96.74781,100.0,99.995522,96.746964,96.768799,96.750633,96.677536,96.760422,96.644859,96.790665,96.749138,99.40345,96.873795,98.259125,99.446579,96.76088,96.779907,96.669937,99.423111,96.675484,96.604858,96.744644,96.864365,96.716766,96.688934,96.783112,96.747833,96.78717,96.607712,97.097229,96.810333,96.765411,99.449585,99.432205,96.73864,96.707291,96.847183,96.737923,96.772423,96.831619,96.542801,97.023315,96.674744,96.686234,99.763123,96.650513,96.765396,97.181992,96.730011,96.645668,96.810143,96.661789,96.618378,96.719933,96.654984,96.636642,96.696266,96.66111,96.796249,96.81282,96.763046,96.668533,96.715393,96.754395,96.733612,96.755905,96.820854,96.778473,96.700073,96.723541,96.663933,96.801079,96.657776,96.735901,96.642303,96.643616,96.653618,96.713028,96.667427,96.666702,96.744888,96.712814,96.753113,96.771889,96.65596,96.647095,96.657089,96.635834,96.666458,96.712021,96.721802,96.626816,96.718109,96.783005,96.693542,99.77507,96.764183,99.418915,99.446594,99.992599,96.675232,96.770844,96.677261,96.66436
cS63a,96.80896,96.812691,96.811676,96.850403,96.833603,96.702774,98.345108,96.816879,97.240685,97.263626,96.695877,96.832954,96.694305,96.84346,96.830719,96.820953,96.73439,96.686844,96.754395,99.78727,99.989899,96.751465,96.708923,96.721451,96.637024,96.643967,96.767303,97.167221,96.64003,96.733292,96.858543,96.657013,96.76516,96.681229,99.78241,96.900406,96.732376,97.10659,99.423523,96.868362,96.864296,96.77269,96.782532,96.821091,96.740417,96.754089,99.409821,96.691513,96.789574,99.436508,96.596069,96.656265,96.863869,99.99678,96.719688,96.742355,99.995522,100.0,96.737167,96.736786,96.73259,96.665878,96.728439,96.66848,96.803314,96.762611,99.40815,96.87558,98.269592,99.41143,96.739059,96.754608,96.648865,99.44519,96.663025,96.593307,96.70948,96.85527,96.749771,96.680275,96.830849,96.754677,96.821182,96.614838,97.084763,96.764076,96.774979,99.444717,99.451538,96.749435,96.732224,96.861702,96.779404,96.813232,96.835091,96.535583,97.021118,96.681183,96.699318,99.783585,96.682297,96.723343,97.157951,96.746918,96.668922,96.80249,96.662933,96.675476,96.694885,96.650909,96.631332,96.689194,96.65567,96.821655,96.824829,96.731461,96.680984,96.704086,96.737549,96.704826,96.702324,96.805977,96.809525,96.699783,96.707657,96.64341,96.837914,96.644363,96.746506,96.689232,96.682907,96.663651,96.718796,96.668335,96.6548,96.737694,96.704697,96.774414,96.74379,96.697586,96.685242,96.681137,96.621994,96.626793,96.748138,96.731926,96.647141,96.694962,96.831635,96.669403,99.77919,96.781082,99.418442,99.425331,99.991959,96.693016,96.815018,96.691589,96.672592
